Direction,ReferenceIndex,PayDate,AccrualStart,AccrualEnd,Days,Notional,Principal,ResetDate,ResetRate,Payment,Discount,PV
REC,EURIBOR3M,2039-07-05,2039-04-05,2039-07-05,91,10000000,0,2039-04-01,2.49765,63135.13,0.680159,42941.95
REC,EURIBOR3M,2039-10-05,2039-07-05,2039-10-05,92,10000000,0,2039-07-01,2.49774,63831.14,0.675938,43145.87
REC,EURIBOR3M,2040-01-05,2039-10-05,2040-01-05,92,10000000,0,2039-10-03,2.49774,63831.14,0.671742,42878.07
REC,EURIBOR3M,2040-04-05,2040-01-05,2040-04-05,91,10000000,0,2040-01-03,2.49765,63135.13,0.667618,42150.16
REC,EURIBOR3M,2040-07-05,2040-04-05,2040-07-05,91,10000000,0,2040-04-03,2.49765,63135.13,0.663519,41891.38
REC,EURIBOR3M,2040-10-05,2040-07-05,2040-10-05,92,10000000,0,2040-07-03,2.49774,63831.14,0.659401,42090.31
REC,EURIBOR3M,2041-01-07,2040-10-05,2041-01-07,94,10000000,0,2040-10-03,2.49791,65223.28,0.655219,42735.57
REC,EURIBOR3M,2041-04-05,2041-01-07,2041-04-05,88,10000000,0,2041-01-03,2.49739,61047.41,0.651329,39761.95
REC,EURIBOR3M,2041-07-05,2041-04-05,2041-07-05,91,10000000,0,2041-04-03,2.49765,63135.13,0.64733,40869.27
REC,EURIBOR3M,2041-10-07,2041-07-05,2041-10-07,94,10000000,0,2041-07-03,2.49791,65223.28,0.643225,41953.26
REC,EURIBOR3M,2042-01-06,2041-10-07,2042-01-06,91,10000000,0,2041-10-03,2.49765,63135.13,0.639276,40360.78
REC,EURIBOR3M,2042-04-08,2042-01-06,2042-04-08,92,10000000,0,2042-01-02,2.49774,63831.14,0.635308,40552.45
REC,EURIBOR3M,2042-07-07,2042-04-08,2042-07-07,90,10000000,0,2042-04-02,2.49757,62439.18,0.631451,39427.25
REC,EURIBOR3M,2042-10-06,2042-07-07,2042-10-06,91,10000000,0,2042-07-03,2.49765,63135.13,0.627574,39621.95
REC,EURIBOR3M,2043-01-05,2042-10-06,2043-01-05,91,10000000,0,2042-10-02,2.49765,63135.13,0.623721,39378.69
REC,EURIBOR3M,2043-04-06,2043-01-05,2043-04-06,91,10000000,0,2042-12-31,2.49765,63135.13,0.619891,39136.92
REC,EURIBOR3M,2043-07-06,2043-04-06,2043-07-06,91,10000000,0,2043-04-02,2.49765,63135.13,0.616086,38896.64
REC,EURIBOR3M,2043-10-05,2043-07-06,2043-10-05,91,10000000,0,2043-07-02,2.49765,63135.13,0.612303,38657.84
REC,EURIBOR3M,2044-01-05,2043-10-05,2044-01-05,92,10000000,0,2043-10-01,2.49291,63707.61,0.608503,38766.25
REC,EURIBOR3M,2044-04-05,2044-01-05,2044-04-05,91,10000000,0,2043-12-31,2.05323,51901.14,0.605424,31422.19
REC,EURIBOR3M,2044-07-05,2044-04-05,2044-07-05,91,10000000,0,2044-04-01,2.05323,51901.14,0.602361,31263.2
REC,EURIBOR3M,2044-10-05,2044-07-05,2044-10-05,92,10000000,0,2044-07-01,2.05329,52472.98,0.599279,31445.98
REC,EURIBOR3M,2045-01-05,2044-10-05,2045-01-05,92,10000000,0,2044-10-03,2.05329,52472.98,0.596214,31285.13
REC,EURIBOR3M,2045-04-05,2045-01-05,2045-04-05,90,10000000,0,2045-01-03,2.05317,51329.34,0.59323,30450.13
REC,EURIBOR3M,2045-07-05,2045-04-05,2045-07-05,91,10000000,0,2045-04-03,2.05323,51901.14,0.590229,30633.56
REC,EURIBOR3M,2045-10-05,2045-07-05,2045-10-05,92,10000000,0,2045-07-03,2.05329,52472.98,0.58721,30812.65
REC,EURIBOR3M,2046-01-05,2045-10-05,2046-01-05,92,10000000,0,2045-10-03,2.05329,52472.98,0.584206,30655.04
REC,EURIBOR3M,2046-04-05,2046-01-05,2046-04-05,90,10000000,0,2046-01-03,2.05317,51329.34,0.581283,29836.86
REC,EURIBOR3M,2046-07-05,2046-04-05,2046-07-05,91,10000000,0,2046-04-03,2.05323,51901.14,0.578342,30016.59
REC,EURIBOR3M,2046-10-05,2046-07-05,2046-10-05,92,10000000,0,2046-07-03,2.05329,52472.98,0.575383,30192.08
REC,EURIBOR3M,2047-01-07,2046-10-05,2047-01-07,94,10000000,0,2046-10-03,2.05341,53616.75,0.572376,30688.96
REC,EURIBOR3M,2047-04-05,2047-01-07,2047-04-05,88,10000000,0,2047-01-03,2.05306,50185.83,0.569576,28584.62
REC,EURIBOR3M,2047-07-05,2047-04-05,2047-07-05,91,10000000,0,2047-04-03,2.05323,51901.14,0.566694,29412.05
REC,EURIBOR3M,2047-10-07,2047-07-05,2047-10-07,94,10000000,0,2047-07-03,2.05341,53616.75,0.563732,30225.48
REC,EURIBOR3M,2048-01-06,2047-10-07,2048-01-06,91,10000000,0,2047-10-03,2.05323,51901.14,0.56088,29110.3
REC,EURIBOR3M,2048-04-07,2048-01-06,2048-04-07,92,10000000,0,2048-01-02,2.05329,52472.98,0.558011,29280.49
REC,EURIBOR3M,2048-07-06,2048-04-07,2048-07-06,90,10000000,0,2048-04-01,2.05317,51329.34,0.555218,28499
REC,EURIBOR3M,2048-10-05,2048-07-06,2048-10-05,91,10000000,0,2048-07-02,2.05323,51901.14,0.552409,28670.67
REC,EURIBOR3M,2049-01-05,2048-10-05,2049-01-05,92,10000000,0,2048-10-01,2.0513,52422.01,0.549584,28810.28
REC,EURIBOR3M,2049-04-05,2049-01-05,2049-04-05,90,10000000,0,2048-12-31,1.86975,46743.76,0.547072,25572.2
REC,EURIBOR3M,2049-07-05,2049-04-05,2049-07-05,91,10000000,0,2049-04-01,1.8698,47264.36,0.544544,25737.52
REC,EURIBOR3M,2049-10-05,2049-07-05,2049-10-05,92,10000000,0,2049-07-01,1.86985,47784.99,0.542,25899.46
REC,EURIBOR3M,2050-01-05,2049-10-05,2050-01-05,92,10000000,0,2049-10-01,1.86985,47784.99,0.539468,25778.46
REC,EURIBOR3M,2050-04-05,2050-01-05,2050-04-05,90,10000000,0,2050-01-03,1.86975,46743.76,0.537002,25101.5
REC,EURIBOR3M,2050-07-05,2050-04-05,2050-07-05,91,10000000,0,2050-04-01,1.8698,47264.36,0.534521,25263.78
REC,EURIBOR3M,2050-10-05,2050-07-05,2050-10-05,92,10000000,0,2050-07-01,1.86985,47784.99,0.532024,25422.74
REC,EURIBOR3M,2051-01-05,2050-10-05,2051-01-05,92,10000000,0,2050-10-03,1.86985,47784.99,0.529538,25303.98
REC,EURIBOR3M,2051-04-05,2051-01-05,2051-04-05,90,10000000,0,2051-01-03,1.86975,46743.76,0.527118,24639.48
REC,EURIBOR3M,2051-07-05,2051-04-05,2051-07-05,91,10000000,0,2051-03-30,1.8698,47264.36,0.524682,24798.77
REC,EURIBOR3M,2051-10-05,2051-07-05,2051-10-05,92,10000000,0,2051-07-03,1.86985,47784.99,0.522231,24954.8
REC,EURIBOR3M,2052-01-05,2051-10-05,2052-01-05,92,10000000,0,2051-10-03,1.86985,47784.99,0.519791,24838.22
REC,EURIBOR3M,2052-04-05,2052-01-05,2052-04-05,91,10000000,0,2052-01-03,1.8698,47264.36,0.517389,24454.08
REC,EURIBOR3M,2052-07-05,2052-04-05,2052-07-05,91,10000000,0,2052-04-03,1.8698,47264.36,0.514998,24341.08
REC,EURIBOR3M,2052-10-07,2052-07-05,2052-10-07,94,10000000,0,2052-07-03,1.86994,48826.33,0.51254,25025.46
REC,EURIBOR3M,2053-01-06,2052-10-07,2053-01-06,91,10000000,0,2052-10-03,1.8698,47264.36,0.510172,24112.95
REC,EURIBOR3M,2053-04-08,2053-01-06,2053-04-08,92,10000000,0,2053-01-02,1.86985,47784.99,0.507789,24264.67
REC,EURIBOR3M,2053-07-07,2053-04-08,2053-07-07,90,10000000,0,2053-04-02,1.86975,46743.76,0.505468,23627.47
REC,EURIBOR3M,2053-10-06,2053-07-07,2053-10-06,91,10000000,0,2053-07-03,1.8698,47264.36,0.503132,23780.21
REC,EURIBOR3M,2054-01-05,2053-10-06,2054-01-05,91,10000000,10000000,2053-10-02,1.8698,10047264.36,0.500807,5031740.61
PAY,EURIBOR6M,2024-01-04,NULL,NULL,NULL,NULL,10000000,NULL,NULL,10000000,0.999783,9997834.45
PAY,EURIBOR6M,2024-07-05,2024-01-04,2024-07-05,183,-10000000,0,2024-01-02,3.85923,-196177.59,0.981364,-192521.68
PAY,EURIBOR6M,2025-01-06,2024-07-05,2025-01-06,185,-10000000,0,2024-07-03,2.91852,-149979.33,0.967857,-145158.49
PAY,EURIBOR6M,2025-07-07,2025-01-06,2025-07-07,182,-10000000,0,2025-01-02,2.27285,-114905.36,0.957884,-110065.97
PAY,EURIBOR6M,2026-01-05,2025-07-07,2026-01-05,182,-10000000,0,2025-07-03,2.01277,-101756.57,0.949261,-96593.53
PAY,EURIBOR6M,2026-07-06,2026-01-05,2026-07-06,182,-10000000,0,2025-12-31,2.06721,-104509.08,0.940487,-98289.48
PAY,EURIBOR6M,2027-01-05,2026-07-06,2027-01-05,183,-10000000,0,2026-07-02,2.06778,-105112.4,0.931746,-97938.1
PAY,EURIBOR6M,2027-07-05,2027-01-05,2027-07-05,181,-10000000,0,2026-12-31,2.16108,-108654.26,0.92274,-100259.61
PAY,EURIBOR6M,2028-01-05,2027-07-05,2028-01-05,184,-10000000,0,2027-07-01,2.16193,-110498.48,0.913673,-100959.49
PAY,EURIBOR6M,2028-07-05,2028-01-05,2028-07-05,182,-10000000,0,2028-01-03,2.28145,-115339.96,0.90416,-104285.79
PAY,EURIBOR6M,2029-01-05,2028-07-05,2029-01-05,184,-10000000,0,2028-07-03,2.28209,-116640.28,0.894643,-104351.43
PAY,EURIBOR6M,2029-07-05,2029-01-05,2029-07-05,181,-10000000,0,2029-01-03,2.37314,-119316.07,0.884946,-105588.28
PAY,EURIBOR6M,2030-01-07,2029-07-05,2030-01-07,186,-10000000,0,2029-07-03,2.37542,-122729.8,0.87509,-107399.66
PAY,EURIBOR6M,2030-07-05,2030-01-07,2030-07-05,179,-10000000,0,2030-01-03,2.49004,-123810.56,0.864976,-107093.2
PAY,EURIBOR6M,2031-01-06,2030-07-05,2031-01-06,185,-10000000,0,2030-07-03,2.49056,-127987.08,0.854646,-109383.65
PAY,EURIBOR6M,2031-07-07,2031-01-06,2031-07-07,182,-10000000,0,2031-01-02,2.54685,-128757.54,0.844259,-108704.65
PAY,EURIBOR6M,2032-01-05,2031-07-07,2032-01-05,182,-10000000,0,2031-07-03,2.54685,-128757.54,0.833995,-107383.19
PAY,EURIBOR6M,2032-07-05,2032-01-05,2032-07-05,182,-10000000,0,2031-12-31,2.56021,-129433.09,0.823433,-106579.52
PAY,EURIBOR6M,2033-01-05,2032-07-05,2033-01-05,184,-10000000,0,2032-07-01,2.56101,-130895.95,0.812889,-106403.87
PAY,EURIBOR6M,2033-07-05,2033-01-05,2033-07-05,181,-10000000,0,2033-01-03,2.67266,-134375.45,0.802243,-107801.74
PAY,EURIBOR6M,2034-01-05,2033-07-05,2034-01-05,184,-10000000,0,2033-07-01,2.67352,-136646.68,0.791563,-108164.47
PAY,EURIBOR6M,2034-07-05,2034-01-05,2034-07-05,181,-10000000,0,2034-01-03,2.77658,-139600.44,0.781003,-109028.42
PAY,EURIBOR6M,2035-01-05,2034-07-05,2035-01-05,184,-10000000,0,2034-07-03,2.77679,-141924.9,0.770413,-109340.79
PAY,EURIBOR6M,2035-07-05,2035-01-05,2035-07-05,181,-10000000,0,2035-01-03,2.75605,-138568.04,0.759507,-105243.38
PAY,EURIBOR6M,2036-01-07,2035-07-05,2036-01-07,186,-10000000,0,2035-07-03,2.75528,-142356.29,0.74846,-106548.03
PAY,EURIBOR6M,2036-07-07,2036-01-07,2036-07-07,182,-10000000,0,2036-01-03,2.67612,-135292.66,0.738142,-99865.23
PAY,EURIBOR6M,2037-01-05,2036-07-07,2037-01-05,182,-10000000,0,2036-07-03,2.67612,-135292.66,0.727966,-98488.52
PAY,EURIBOR6M,2037-07-06,2037-01-05,2037-07-06,182,-10000000,0,2036-12-31,2.67612,-135292.66,0.717931,-97130.79
PAY,EURIBOR6M,2038-01-05,2037-07-06,2038-01-05,183,-10000000,0,2037-07-02,2.67622,-136041.06,0.70798,-96314.33
PAY,EURIBOR6M,2038-07-05,2038-01-05,2038-07-05,181,-10000000,0,2037-12-31,2.67602,-134544.31,0.698273,-93948.68
PAY,EURIBOR6M,2039-01-05,2038-07-05,2039-01-05,184,-10000000,0,2038-07-01,2.67433,-136688.21,0.688542,-94115.56
PAY,EURIBOR6M,2039-07-05,2039-01-05,2039-07-05,181,-10000000,0,2039-01-03,2.31173,-116228.78,0.680159,-79054.09
PAY,EURIBOR6M,2040-01-05,2039-07-05,2040-01-05,184,-10000000,0,2039-07-01,2.31195,-118166.57,0.671742,-79377.48
PAY,EURIBOR6M,2040-07-05,2040-01-05,2040-07-05,182,-10000000,0,2040-01-03,2.31181,-116874.67,0.663519,-77548.6
PAY,EURIBOR6M,2041-01-07,2040-07-05,2041-01-07,186,-10000000,0,2040-07-03,2.3121,-119458.63,0.655219,-78271.62
PAY,EURIBOR6M,2041-07-05,2041-01-07,2041-07-05,179,-10000000,0,2041-01-03,2.31158,-114937.14,0.64733,-74402.27
PAY,EURIBOR6M,2042-01-06,2041-07-05,2042-01-06,185,-10000000,0,2041-07-03,2.31203,-118812.58,0.639276,-75954.05
PAY,EURIBOR6M,2042-07-07,2042-01-06,2042-07-07,182,-10000000,0,2042-01-02,2.31181,-116874.67,0.631451,-73800.57
PAY,EURIBOR6M,2043-01-05,2042-07-07,2043-01-05,182,-10000000,0,2042-07-03,2.31181,-116874.67,0.623721,-72897.15
PAY,EURIBOR6M,2043-07-06,2043-01-05,2043-07-06,182,-10000000,0,2042-12-31,2.31181,-116874.67,0.616086,-72004.8
PAY,EURIBOR6M,2044-01-05,2043-07-06,2044-01-05,183,-10000000,0,2043-07-02,2.30962,-117405.88,0.608503,-71441.79
PAY,EURIBOR6M,2044-07-05,2044-01-05,2044-07-05,182,-10000000,0,2043-12-31,1.89926,-96017.91,0.602361,-57837.41
PAY,EURIBOR6M,2045-01-05,2044-07-05,2045-01-05,184,-10000000,0,2044-07-01,1.89936,-97078.16,0.596214,-57879.36
PAY,EURIBOR6M,2045-07-05,2045-01-05,2045-07-05,181,-10000000,0,2045-01-03,1.89921,-95487.83,0.590229,-56359.68
PAY,EURIBOR6M,2046-01-05,2045-07-05,2046-01-05,184,-10000000,0,2045-07-03,1.89936,-97078.16,0.584206,-56713.66
PAY,EURIBOR6M,2046-07-05,2046-01-05,2046-07-05,181,-10000000,0,2046-01-03,1.89921,-95487.83,0.578342,-55224.59
PAY,EURIBOR6M,2047-01-07,2046-07-05,2047-01-07,186,-10000000,0,2046-07-03,1.89946,-98138.52,0.572376,-56172.17
PAY,EURIBOR6M,2047-07-05,2047-01-07,2047-07-05,179,-10000000,0,2047-01-03,1.89911,-94427.75,0.566694,-53511.61
PAY,EURIBOR6M,2048-01-06,2047-07-05,2048-01-06,185,-10000000,0,2047-07-03,1.89941,-97608.32,0.56088,-54746.54
PAY,EURIBOR6M,2048-07-06,2048-01-06,2048-07-06,182,-10000000,0,2048-01-02,1.89926,-96017.91,0.555218,-53310.92
PAY,EURIBOR6M,2049-01-05,2048-07-06,2049-01-05,183,-10000000,0,2048-07-02,1.89846,-96504.94,0.549584,-53037.54
PAY,EURIBOR6M,2049-07-05,2049-01-05,2049-07-05,181,-10000000,0,2048-12-31,1.74419,-87694.09,0.544544,-47753.27
PAY,EURIBOR6M,2050-01-05,2049-07-05,2050-01-05,184,-10000000,0,2049-07-01,1.74432,-89154.04,0.539468,-48095.73
PAY,EURIBOR6M,2050-07-05,2050-01-05,2050-07-05,181,-10000000,0,2050-01-03,1.74419,-87694.09,0.534521,-46874.31
PAY,EURIBOR6M,2051-01-05,2050-07-05,2051-01-05,184,-10000000,0,2050-07-01,1.74432,-89154.04,0.529538,-47210.47
PAY,EURIBOR6M,2051-07-05,2051-01-05,2051-07-05,181,-10000000,0,2051-01-03,1.74419,-87694.09,0.524682,-46011.52
PAY,EURIBOR6M,2052-01-05,2051-07-05,2052-01-05,184,-10000000,0,2051-07-03,1.74432,-89154.04,0.519791,-46341.5
PAY,EURIBOR6M,2052-07-05,2052-01-05,2052-07-05,182,-10000000,0,2052-01-03,1.74423,-88180.71,0.514998,-45412.93
PAY,EURIBOR6M,2053-01-06,2052-07-05,2053-01-06,185,-10000000,0,2052-07-03,1.74436,-89640.74,0.510172,-45732.19
PAY,EURIBOR6M,2053-07-07,2053-01-06,2053-07-07,182,-10000000,0,2053-01-02,1.74423,-88180.71,0.505468,-44572.51
PAY,EURIBOR6M,2054-01-05,2053-07-07,2054-01-05,182,-10000000,-10000000,2053-07-03,1.74423,-10088180.71,0.500807,-5052231.8
